SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,Z,FIN_HEALTH
2.0,0.0,4.5,7.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,4.5,9.0,3.0,1.5,7.5,1,2,2.0,3,2,2,1.0,4.5,23,4.0,0,71.25
7.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,1.0,5,2,5,1.0,1.0,8,2.0,1,143.5
5.0,9.0,4.5,2.0,9.0,6.0,4.5,4.5,4.5,4.5,9.0,9.0,9.0,3.0,9.0,7.5,4.5,4.5,2,2,2.0,6,1,1,4.5,1.0,1,4.0,0,109.0
7.0,0.0,9.0,4.0,0.0,3.0,9.0,9.0,0.0,0.0,4.5,0.0,0.0,9.0,9.0,6.0,9.0,6.0,1,4,6.0,5,2,6,2.0,1.0,11,4.0,0,84.5
7.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,7.5,6.0,1,4,2.0,5,2,6,2.0,1.0,23,4.0,0,133.5
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,2,2.0,5,2,6,2.0,2.0,25,4.0,0,139.0
0.0,9.0,4.5,7.0,9.0,6.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,0.0,0.0,4.5,4.5,2,1,1.0,4,2,3,2.0,2.0,11,4.0,0,82.75
2.0,9.0,9.0,3.0,0.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,7.5,6.0,1,2,3.0,5,2,5,2.0,2.0,5,4.0,0,113.0
9.0,9.0,9.0,2.0,9.0,9.0,9.0,0.0,9.0,4.5,4.5,9.0,0.0,9.0,9.0,6.0,7.5,7.5,1,4,3.0,5,1,5,2.0,1.0,5,4.0,0,122.0
7.0,9.0,4.5,4.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,7.5,7.5,6.0,1,6,3.0,3,1,5,2.0,2.0,25,4.0,0,117.5
0.0,0.0,4.5,6.0,0.0,0.0,2.25,9.0,9.0,0.0,4.5,0.0,0.0,4.5,0.0,1.5,9.0,9.0,1,4,2.0,1,2,6,2.0,2.0,43,4.0,0,59.25
0.0,0.0,4.5,7.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,5.25,4.5,1,2,2.0,2,2,3,2.0,4.5,25,4.0,0,70.75
7.0,0.0,9.0,6.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,4.5,4.5,9.0,9.0,4.5,4.5,4.5,1,2,2.0,5,2,4,2.0,2.0,10,2.0,1,89.5
8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,5.0,5,2,6,2.0,2.0,10,1.0,1,150.0
3.0,0.0,4.5,4.5,9.0,4.5,9.0,9.0,9.0,9.0,4.5,4.5,4.5,9.0,9.0,4.5,4.5,4.5,1,5,4.0,6,1,5,2.0,2.0,51,4.0,0,106.5
2.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,6.0,6.0,1,2,2.0,5,2,6,2.0,2.0,10,4.0,0,61.5
6.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,9.0,7.5,1,2,2.0,5,1,6,2.0,1.0,5,4.0,0,131.0
2.0,9.0,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,9.0,0.0,9.0,0.0,0.0,4.5,9.0,1,4,3.0,2,1,4,1.0,2.0,7,1.0,1,65.25
7.0,9.0,9.0,4.0,9.0,6.0,9.0,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,7.5,6.0,1,4,3.0,6,2,6,2.0,2.0,29,4.0,0,125.0
7.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,3,2.0,5,2,6,2.0,1.0,10,4.0,0,143.5
7.0,0.0,9.0,5.0,0.0,6.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,1,2,2.0,6,2,6,2.0,2.0,5,4.0,0,120.0
7.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,1.0,5,1,6,2.0,1.0,11,4.0,0,135.5
7.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,3.0,5,2,6,2.0,2.0,5,4.0,0,139.0
6.0,0.0,9.0,4.0,0.0,3.0,6.75,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,4.0,5,1,5,2.0,2.0,23,4.0,0,102.25
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,2.0,6,1,5,2.0,1.0,24,4.0,0,143.5
8.0,4.5,9.0,5.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,4,3.0,6,2,5,1.0,1.0,10,4.0,0,122.5
9.0,0.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,1,4,3.0,5,2,5,2.0,2.0,14,1.0,1,140.5
0.0,0.0,0.0,7.0,0.0,0.0,9.0,9.0,0.0,0.0,4.5,0.0,0.0,9.0,9.0,0.0,4.5,0.0,1,4,5.0,2,1,3,2.0,2.0,35,4.0,0,52.0
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,6.0,1,2,2.0,6,1,4,2.0,2.0,10,4.0,0,137.5
0.0,0.0,0.0,7.0,0.0,3.0,2.25,9.0,0.0,0.0,0.0,0.0,4.5,9.0,9.0,3.0,6.0,4.5,1,4,3.0,5,1,4,2.0,2.0,41,4.0,0,57.25
9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,7.5,1,7,2.0,5,1,5,2.0,1.0,38,2.0,1,143.0
8.0,9.0,4.5,4.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4,2.0,5,2,6,2.0,2.0,10,1.0,1,147.0
0.0,4.5,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,4.5,0.0,4.5,9.0,9.0,3.0,6.0,3.0,1,2,2.0,5,2,4,1.0,2.0,15,4.0,0,59.5
4.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,9.0,9.0,4.5,4.5,4.5,9.0,9.0,4.5,4.5,6.0,1,3,2.0,5,1,6,2.0,2.0,48,4.0,0,104.5
6.0,0.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,3.0,1.5,6.0,1,6,5.0,1,2,3,2.0,1.0,17,4.0,0,121.5
3.0,0.0,4.5,4.0,0.0,0.0,9.0,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,4.5,0.0,6.0,1,4,3.0,6,1,4,2.0,2.0,6,4.0,0,80.5
5.0,0.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,4.5,7.5,6.0,1,2,2.0,5,2,5,2.0,2.0,47,4.0,0,127.0
2.0,0.0,4.5,6.0,0.0,0.0,2.25,9.0,9.0,9.0,4.5,0.0,4.5,4.5,0.0,1.5,7.5,6.0,1,4,1.0,5,2,3,2.0,4.5,25,4.0,0,70.25
1.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,9.0,4.5,0.0,7.5,7.5,2,4,3.0,1,1,3,2.0,2.0,37,4.0,0,61.25
1.0,9.0,4.5,7.0,0.0,6.0,9.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,1.5,6.0,7.5,1,2,2.0,6,2,6,2.0,2.0,10,4.0,0,83.0
7.0,9.0,4.5,1.0,0.0,9.0,2.25,9.0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,7.5,2,7,6.0,6,2,3,2.0,2.0,32,4.0,0,94.25
7.0,0.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,7.5,9.0,6.0,1,7,6.0,5,1,5,2.0,2.0,32,4.0,0,120.5
7.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,3.0,6,1,6,2.0,1.0,23,4.0,0,147.0
0.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,9.0,0.0,3.0,0.0,0.0,9.0,9.0,1,4,3.0,6,1,3,1.0,1.0,21,1.0,1,57.25
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,9.0,0.0,4.5,0.0,0.0,3.0,9.0,0.0,9.0,9.0,1,4,4.0,5,2,5,2.0,1.0,37,1.0,1,68.5
2.0,9.0,4.5,4.0,4.5,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,9.0,0.0,4.5,0.0,6.0,1,4,4.5,6,2,4,2.0,2.0,16,2.0,1,63.75
0.0,4.5,4.5,2.0,0.0,6.0,2.25,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,1.5,4.5,7.5,1,7,6.0,6,2,3,2.0,2.0,49,4.0,0,86.75
9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,6.0,5,1,6,2.0,1.0,51,4.0,0,146.0
4.0,0.0,4.5,1.0,0.0,0.0,2.25,9.0,0.0,0.0,9.0,0.0,0.0,4.5,0.0,7.5,6.0,4.5,1,5,3.0,6,2,2,2.0,1.0,1,4.0,0,52.25
2.0,0.0,4.5,5.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,3.0,4.5,6.0,1,4,3.0,6,1,6,2.0,1.0,5,4.0,0,88.0
0.0,4.5,0.0,6.0,0.0,9.0,9.0,9.0,9.0,0.0,4.5,4.5,9.0,9.0,9.0,9.0,9.0,4.5,1,4,3.0,5,1,5,2.0,1.0,23,1.0,1,105.0
0.0,4.5,4.5,7.0,0.0,0.0,2.25,9.0,9.0,0.0,9.0,9.0,4.5,3.0,9.0,7.5,9.0,9.0,2,2,2.0,2,2,1,1.0,2.0,25,1.0,1,96.25
8.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,3.0,7.5,1.5,1,5,2.0,5,2,5,1.0,2.0,24,4.0,0,124.0
6.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,6.0,9.0,7.5,1,6,5.0,6,2,2,1.0,2.0,8,4.5,1,131.5
8.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,3,2.0,5,2,6,2.0,1.0,5,4.0,0,142.0
2.0,4.5,4.5,7.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,0.0,4.5,9.0,0.0,0.0,6.0,4.5,1,4,2.0,2,1,4,2.0,1.0,48,4.0,0,69.75
7.0,4.5,4.5,4.0,0.0,6.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,7.5,7.5,6.0,1,4,3.0,1,2,5,2.0,2.0,5,4.0,0,103.25
9.0,9.0,9.0,4.0,9.0,9.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0,4.5,0.0,1,4,3.0,1,2,3,2.0,1.0,23,4.0,0,116.5
3.0,4.5,4.5,6.0,0.0,0.0,4.5,9.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,3.0,4.5,6.0,1,6,5.0,6,1,4,1.0,4.5,25,4.0,0,72.0
6.0,0.0,9.0,3.0,9.0,9.0,4.5,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,7.5,7.5,1,5,3.0,5,2,6,2.0,2.0,5,1.0,1,123.0
7.0,9.0,9.0,2.0,9.0,4.5,4.5,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,6.0,6.0,1,4,6.0,6,1,1,2.0,1.0,37,1.0,1,111.0
5.0,4.5,4.5,5.0,0.0,0.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,9.0,7.5,2,2,2.0,6,1,3,1.0,2.0,23,4.0,0,94.75
0.0,4.5,4.5,7.0,9.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,7.5,4.5,1,2,3.0,6,1,1,1.0,2.0,43,1.0,1,104.5
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,2.0,5,1,6,2.0,1.0,48,2.0,1,134.5
7.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,7.5,6.0,7.5,1,2,1.0,6,2,6,2.0,2.0,47,4.0,0,124.5
6.0,0.0,9.0,4.0,9.0,9.0,0.0,9.0,9.0,0.0,4.5,4.5,0.0,1.0,9.0,4.5,1.5,3.0,2,2,2.0,1,2,2,2.0,2.0,37,4.0,0,83.0
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,4.5,1,6,5.0,6,1,6,1.0,2.0,48,4.0,0,136.0
7.0,4.5,4.5,5.0,9.0,9.0,4.5,4.5,0.0,4.5,4.5,0.0,9.0,4.5,9.0,0.0,9.0,9.0,1,3,2.0,2,2,2,1.0,2.0,24,4.0,0,97.5
0.0,0.0,4.5,5.0,0.0,3.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,9.0,0.0,0.0,9.0,4.5,1,4,4.0,6,1,2,2.0,2.0,48,4.0,0,59.75
5.0,9.0,9.0,5.0,0.0,3.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,9.0,9.0,1,4,3.0,5,1,3,2.0,2.0,48,1.0,1,105.25
7.0,9.0,4.5,5.0,9.0,4.5,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,3,2.0,2,2,5,2.0,1.0,11,4.0,0,141.0
8.0,0.0,9.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,9.0,9.0,1,4,3.0,6,2,5,2.0,2.0,5,4.0,0,117.0
8.0,9.0,4.5,7.0,9.0,6.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,9.0,6.0,1,3,2.0,1,1,5,2.0,2.0,48,4.0,0,119.25
2.0,4.5,4.5,6.0,4.5,3.0,6.75,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,7.5,3.0,1,4,3.0,5,2,6,2.0,1.0,10,4.0,0,95.75
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,2,5,2.0,1.0,48,4.0,0,152.5
0.0,4.5,0.0,7.0,0.0,0.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,0.0,0.0,0.0,1,6,5.0,6,2,5,2.0,2.0,48,4.0,0,79.0
2.0,9.0,9.0,2.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,1.5,9.0,7.5,1,2,2.0,5,1,6,2.0,2.0,36,4.0,0,113.5
2.0,4.5,4.5,7.0,0.0,6.0,4.5,9.0,4.5,9.0,4.5,0.0,9.0,9.0,9.0,9.0,4.5,4.5,1,6,5.0,5,2,1,2.0,2.0,25,4.0,0,100.5
7.0,4.5,9.0,4.0,0.0,6.0,6.75,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,6.0,7.5,6.0,1,2,1.0,5,2,6,2.0,2.0,16,4.0,0,110.75
4.0,4.5,9.0,4.0,0.0,6.0,2.25,9.0,9.0,9.0,4.5,0.0,4.5,9.0,4.5,4.5,4.5,3.0,1,1,4.5,3,2,2,2.0,2.0,26,4.0,0,91.25
1.0,9.0,9.0,1.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,6.0,6.0,1,6,5.0,5,1,1,1.0,1.0,17,1.0,1,133.25
1.0,0.0,0.0,7.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,9.0,0.0,0.0,1.5,3.0,1,2,2.0,4,2,4,2.0,2.0,11,4.0,0,41.75
0.0,0.0,4.5,5.0,0.0,0.0,0.0,9.0,9.0,9.0,4.5,0.0,4.5,9.0,0.0,9.0,7.5,1.5,1,4,1.0,5,2,5,2.0,2.0,37,4.0,0,72.5
4.0,9.0,9.0,7.0,0.0,0.0,6.75,9.0,0.0,0.0,4.5,9.0,4.5,9.0,0.0,3.0,9.0,6.0,1,2,2.0,6,2,2,2.0,2.0,23,4.0,0,89.75
0.0,0.0,0.0,7.0,0.0,3.0,4.5,9.0,9.0,0.0,4.5,0.0,4.5,2.0,0.0,0.0,0.0,0.0,1,2,1.0,1,2,1,2.0,1.0,30,4.0,0,43.5
9.0,4.5,9.0,7.0,9.0,9.0,9.0,9.0,0.0,0.0,4.5,0.0,9.0,1.0,9.0,0.0,9.0,9.0,1,2,2.0,4,2,3,1.0,2.0,11,2.0,1,107.0
0.0,4.5,4.5,6.0,0.0,0.0,6.75,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,0.0,6.0,6.0,2,4,3.0,6,2,3,2.0,2.0,32,1.0,1,87.75
7.0,0.0,9.0,3.0,9.0,9.0,2.25,9.0,0.0,0.0,4.5,0.0,9.0,9.0,0.0,9.0,6.0,6.0,1,3,2.0,2,1,4,1.0,2.0,23,4.0,0,91.75
6.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,2.0,5,2,6,4.5,1.0,29,4.0,0,143.5
0.0,9.0,0.0,7.0,9.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,9.0,9.0,9.0,6.0,6.0,7.5,2,7,2.0,6,2,3,1.0,2.0,27,1.0,1,98.5
1.0,4.5,4.5,7.0,0.0,3.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,3.0,9.0,7.5,6.0,6.0,1,4,6.0,5,2,1,2.0,2.0,15,4.0,0,92.0
1.0,4.5,0.0,7.0,0.0,6.0,4.5,9.0,9.0,0.0,4.5,9.0,0.0,2.0,0.0,3.0,6.0,6.0,1,4,4.0,3,2,2,1.0,1.0,11,4.0,0,71.5
7.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,1.0,6,2,6,2.0,2.0,5,4.0,0,133.5
2.0,9.0,4.5,7.0,0.0,6.0,4.5,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,1.5,4.5,3.0,1,4,4.0,6,2,2,2.0,4.5,47,4.0,0,96.0
8.0,9.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,3,1.0,5,2,6,2.0,2.0,29,4.0,0,129.0
8.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,1,4,1.0,5,1,6,2.0,1.0,11,4.0,0,141.0
4.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,4.5,9.0,0.0,0.0,9.0,9.0,9.0,9.0,4.5,7.5,1,4,1.0,5,1,6,2.0,1.0,36,4.0,0,123.5
2.0,4.5,0.0,6.0,0.0,0.0,2.25,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,0.0,9.0,4.5,1,5,2.0,6,2,5,1.0,1.0,49,4.0,0,64.25
0.0,4.5,4.5,4.0,0.0,3.0,9.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,9.0,9.0,1,2,1.0,5,2,6,2.0,2.0,10,1.0,1,83.5
2.0,9.0,4.5,1.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,4.5,9.0,9.0,1,4,3.0,1,2,5,2.0,2.0,10,4.0,0,102.0
4.0,4.5,4.5,4.0,9.0,6.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,2.0,9.0,4.5,4.5,6.0,1,3,2.0,6,2,3,1.0,2.0,23,4.0,0,105.25
1.0,9.0,4.5,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,1.0,5,2,5,2.0,4.5,38,4.0,0,132.5
0.0,0.0,4.5,7.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,4.5,4.5,1,2,2.0,3,2,2,2.0,2.0,11,1.0,1,72.25
0.0,0.0,0.0,7.0,0.0,0.0,2.25,9.0,9.0,9.0,4.5,0.0,4.5,3.0,0.0,0.0,9.0,3.0,1,4,3.0,6,1,3,2.0,1.0,1,4.0,0,60.25
8.0,0.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,7.5,9.0,7.5,1,4,2.0,6,2,5,2.0,4.5,26,4.0,0,126.0
6.0,0.0,9.0,4.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,4.5,9.0,9.0,1,6,2.0,5,1,5,2.0,2.0,42,1.0,1,128.5
8.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,0.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,6,1,6,1.0,1.0,23,1.0,1,145.5
0.0,0.0,4.5,7.0,0.0,4.5,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,0.0,4.5,6.0,3.0,1,4,3.0,5,2,4,2.0,2.0,23,4.0,0,67.75
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,9.0,0.0,4.5,0.0,0.0,9.0,9.0,4.5,3.0,1.5,1,4,3.0,6,1,1,2.0,2.0,49,4.0,0,65.5
6.0,9.0,9.0,5.0,4.5,6.0,6.75,9.0,4.5,9.0,4.5,0.0,4.5,9.0,4.5,7.5,3.0,6.0,1,4,3.0,2,2,3,2.0,2.0,17,4.0,0,107.75
0.0,4.5,0.0,7.0,0.0,9.0,0.0,0.0,9.0,4.5,4.5,0.0,0.0,9.0,0.0,0.0,3.0,0.0,1,4,3.0,5,2,4,1.0,4.5,38,4.0,0,50.5
0.0,0.0,4.5,7.0,9.0,3.0,4.5,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,4.5,1,4,3.0,1,1,5,2.0,4.5,5,4.0,0,118.0
6.0,0.0,9.0,4.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,7.5,7.5,2,4,3.0,5,1,6,2.0,2.0,5,1.0,1,112.0
0.0,9.0,0.0,7.0,0.0,0.0,2.25,9.0,9.0,9.0,9.0,0.0,9.0,3.0,9.0,9.0,3.0,1.5,2,2,2.0,6,2,2,2.0,1.0,25,4.0,0,88.75
0.0,4.5,0.0,5.0,0.0,0.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,9.0,0.0,3.0,4.5,6.0,1,2,2.0,6,1,5,2.0,2.0,43,4.0,0,52.25
0.0,4.5,9.0,7.0,0.0,9.0,0.0,9.0,9.0,9.0,4.5,0.0,4.5,9.0,4.5,0.0,9.0,4.5,2,2,2.0,6,2,2,2.0,2.0,37,4.0,0,92.5
0.0,4.5,4.5,7.0,0.0,0.0,6.75,9.0,0.0,0.0,4.5,0.0,4.5,9.0,9.0,0.0,4.5,0.0,2,4,3.0,6,1,2,1.0,2.0,29,4.0,0,63.25
7.0,0.0,4.5,6.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,4.5,7.5,3.0,1,2,2.0,5,2,6,2.0,2.0,10,4.0,0,106.0
5.0,0.0,4.5,4.0,0.0,3.0,2.25,9.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,4.5,6.0,2,2,2.0,4,2,2,2.0,2.0,8,2.0,1,49.25
1.0,0.0,4.5,5.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,0.0,1.0,0.0,0.0,4.5,4.5,1,3,2.0,6,2,3,4.5,1.0,25,4.0,0,45.25
6.0,9.0,9.0,6.0,9.0,6.0,6.75,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,3.0,7.5,6.0,1,5,4.0,6,1,5,2.0,2.0,29,4.0,0,122.25
5.0,0.0,9.0,4.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,7.5,6.0,1,4,1.0,1,1,6,2.0,2.0,25,4.0,0,119.25
0.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,9.0,9.0,0.0,4.5,2.0,0.0,1.5,4.5,0.0,1,5,1.0,2,2,2,1.0,2.0,1,4.0,0,53.25
8.0,0.0,0.0,7.0,9.0,6.0,6.75,9.0,9.0,0.0,9.0,0.0,9.0,1.0,0.0,1.5,9.0,9.0,1,7,6.0,1,1,3,1.0,1.0,21,2.0,1,93.25
0.0,0.0,4.5,4.0,9.0,6.0,6.75,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,3.0,7.5,4.5,1,4,5.0,5,1,5,2.0,2.0,50,1.0,1,99.25
1.0,0.0,0.0,6.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,6.0,5.25,1,3,2.0,5,2,6,2.0,1.0,10,4.0,0,72.25
7.0,9.0,9.0,6.0,0.0,9.0,6.75,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,6.0,1,4,3.0,2,1,3,2.0,1.0,5,4.0,0,132.25
